Y,X1,X2
0.131072718,0.476326329,0.85013662
1.230988906,0.85013662,0.131072718
-1.082145345,0.131072718,1.230988906
-0.270157295,1.230988906,-1.082145345
0.573177447,-1.082145345,-0.270157295
0.459007472,-0.270157295,0.573177447
0.876990232,0.573177447,0.459007472
0.060945629,0.459007472,0.876990232
1.257896952,0.876990232,0.060945629
-1.19694295,0.060945629,1.257896952
-0.62837231,1.257896952,-1.19694295
0.088124651,-1.19694295,-0.62837231
0.800615971,-0.62837231,0.088124651
0.129057089,0.088124651,0.800615971
1.216866766,0.800615971,0.129057089
-1.034353491,0.129057089,1.216866766
-0.132781973,1.216866766,-1.034353491
0.665010479,-1.034353491,-0.132781973
0.341030896,-0.132781973,0.665010479
1.036680243,0.665010479,0.341030896
-0.402279029,0.341030896,1.036680243
1.084444289,1.036680243,-0.402279029
-0.767110892,-0.402279029,1.084444289
0.501490518,1.084444289,-0.767110892
0.417776897,-0.767110892,0.501490518
0.906094606,0.501490518,0.417776897
-0.024077339,0.417776897,0.906094606
1.271016776,0.906094606,-0.024077339
-1.268900305,-0.024077339,1.271016776
-0.872846145,1.271016776,-1.268900305
-0.447274642,-1.268900305,-0.872846145
0.458069708,-0.872846145,-0.447274642
0.572058606,-0.447274642,0.458069708
0.679269444,0.458069708,0.572058606
0.525647814,0.572058606,0.679269444
0.816952959,0.679269444,0.525647814
0.223317352,0.525647814,0.816952959
1.175266992,0.816952959,0.223317352
-0.866758299,0.223317352,1.175266992
0.30080217,1.175266992,-0.866758299
0.613297787,-0.866758299,0.30080217
0.563652806,0.30080217,0.613297787
0.739203057,0.613297787,0.563652806
0.404106219,0.563652806,0.739203057
0.993138346,0.739203057,0.404106219
-0.259621418,0.404106219,0.993138346
1.203576911,0.993138346,-0.259621418
-1.105922758,-0.259621418,1.203576911
-0.351218132,1.203576911,-1.105922758
0.495527326,-1.105922758,-0.351218132
0.550868297,-0.351218132,0.495527326
0.723819964,0.495527326,0.550868297
0.431779013,0.550868297,0.723819964
0.956139627,0.723819964,0.431779013
-0.150350477,0.431779013,0.956139627
1.255194516,0.956139627,-0.150350477
-1.250823724,-0.150350477,1.255194516
-0.81382563,1.255194516,-1.250823724
-0.302484136,-1.250823724,-0.81382563
0.627756998,-0.81382563,-0.302484136
0.357544372,-0.302484136,0.627756998
1.00935393,0.627756998,0.357544372
-0.319050188,0.357544372,1.00935393
1.160295948,1.00935393,-0.319050188
-0.980516417,-0.319050188,1.160295948
0.002111364,1.160295948,-0.980516417
0.705838834,-0.980516417,0.002111364
0.303141566,0.002111364,0.705838834
1.083098918,0.705838834,0.303141566
-0.551402102,0.303141566,1.083098918
0.899267685,1.083098918,-0.551402102
-0.297575948,-0.551402102,0.899267685
1.145808282,0.899267685,-0.297575948
-0.927300053,-0.297575948,1.145808282
0.139902942,1.145808282,-0.927300053
0.694408018,-0.927300053,0.139902942
0.366887389,0.139902942,0.694408018
1.019873506,0.694408018,0.366887389
-0.346132539,0.366887389,1.019873506
1.138231223,1.019873506,-0.346132539
-0.917638207,-0.346132539,1.138231223
0.162585537,1.138231223,-0.917638207
0.687700858,-0.917638207,0.162585537
0.386670202,0.162585537,0.687700858
0.996990874,0.687700858,0.386670202
-0.275586063,0.386670202,0.996990874
1.192770513,0.996990874,-0.275586063
-1.074457914,-0.275586063,1.192770513
-0.258412579,1.192770513,-1.074457914
0.584174741,-1.074457914,-0.258412579
0.444712048,-0.258412579,0.584174741
0.898376095,0.584174741,0.444712048
0.003502164,0.444712048,0.898376095
1.269495657,0.898376095,0.003502164
-1.255216264,0.003502164,1.269495657
-0.824946319,1.269495657,-1.255216264
-0.32931588,-1.255216264,-0.824946319
0.600687576,-0.824946319,-0.32931588
0.396049446,-0.32931588,0.600687576
0.960609043,0.600687576,0.396049446
-0.173062793,0.396049446,0.960609043
1.24625169,0.960609043,-0.173062793
-1.226319424,-0.173062793,1.24625169
-0.731527555,1.24625169,-1.226319424
-0.117081415,-1.226319424,-0.731527555
0.761350453,-0.731527555,-0.117081415
0.153359259,-0.117081415,0.761350453
1.195478449,0.761350453,0.153359259
-0.954828432,0.153359259,1.195478449
0.082267267,1.195478449,-0.954828432
0.704076406,-0.954828432,0.082267267
0.33066716,0.082267267,0.704076406
1.058145843,0.704076406,0.33066716
-0.468341526,0.33066716,1.058145843
1.010362454,1.058145843,-0.468341526
-0.569667662,-0.468341526,1.010362454
0.848778993,1.010362454,-0.569667662
-0.179496389,-0.569667662,0.848778993
1.209527163,0.848778993,-0.179496389
-1.101987257,-0.179496389,1.209527163
-0.337268133,1.209527163,-1.101987257
0.510154112,-1.101987257,-0.337268133
0.534459455,-0.337268133,0.510154112
0.753140562,0.510154112,0.534459455
0.366228849,0.534459455,0.753140562
1.038169171,0.753140562,0.366228849
-0.399044665,0.366228849,1.038169171
1.088519449,1.038169171,-0.399044665
-0.778537827,-0.399044665,1.088519449
0.477986227,1.088519449,-0.778537827
0.446579486,-0.778537827,0.477986227
0.864189336,0.477986227,0.446579486
0.088421354,0.446579486,0.864189336
1.248311131,0.864189336,0.088421354
-1.155066544,0.088421354,1.248311131
-0.493356871,1.248311131,-1.155066544
0.312718633,-1.155066544,-0.493356871
0.715082818,-0.493356871,0.312718633
0.377934779,0.312718633,0.715082818
1.014556269,0.715082818,0.377934779
-0.327673759,0.377934779,1.014556269
1.154048752,1.014556269,-0.327673759
-0.962862057,-0.327673759,1.154048752
0.048269948,1.154048752,-0.962862057
0.7078794,-0.962862057,0.048269948
0.312950442,0.048269948,0.7078794
1.075250649,0.7078794,0.312950442
-0.524744409,0.312950442,1.075250649
0.937075821,1.075250649,-0.524744409
-0.386778856,-0.524744409,0.937075821
1.07168571,0.937075821,-0.386778856
-0.723948021,-0.386778856,1.07168571
0.587764681,1.07168571,-0.723948021
0.299161345,-0.723948021,0.587764681
1.05103289,0.587764681,0.299161345
-0.456789785,0.299161345,1.05103289
1.023190196,1.05103289,-0.456789785
-0.602722382,-0.456789785,1.023190196
0.79837308,1.023190196,-0.602722382
-0.07317612,-0.602722382,0.79837308
1.232015282,0.79837308,-0.07317612
-1.146959152,-0.07317612,1.232015282
-0.472116831,1.232015282,-1.146959152
0.343860232,-1.146959152,-0.472116831
0.692829148,-0.472116831,0.343860232
0.43114095,0.343860232,0.692829148
0.947613219,0.692829148,0.43114095
-0.127816852,0.43114095,0.947613219
1.261411959,0.947613219,-0.127816852
-1.265969237,-0.127816852,1.261411959
-0.865325766,1.261411959,-1.265969237
-0.428094925,-1.265969237,-0.865325766
0.4838309,-0.865325766,-0.428094925
0.543842247,-0.428094925,0.4838309
0.731079124,0.4838309,0.543842247
0.414885315,0.543842247,0.731079124
0.978341983,0.731079124,0.414885315
-0.215548654,0.414885315,0.978341983
1.228456883,0.978341983,-0.215548654
-1.177413436,-0.215548654,1.228456883
-0.572286295,1.228456883,-1.177413436
0.188259724,-1.177413436,-0.572286295
0.778695698,-0.572286295,0.188259724
0.20756413,0.188259724,0.778695698
1.173292694,0.778695698,0.20756413
-0.864992806,0.20756413,1.173292694
0.304490233,1.173292694,-0.864992806
0.610702136,-0.864992806,0.304490233
0.569207132,0.304490233,0.610702136
0.729615178,0.610702136,0.569207132
0.425488507,0.569207132,0.729615178
0.965427896,0.729615178,0.425488507
-0.177224878,0.425488507,0.965427896
1.245656248,0.965427896,-0.177224878
-1.225490748,-0.177224878,1.245656248
-0.728861727,1.245656248,-1.225490748
-0.111382408,-1.225490748,-0.728861727
0.763973025,-0.728861727,-0.111382408
0.149468582,-0.111382408,0.763973025
1.197914708,0.763973025,0.149468582
-0.964158931,0.149468582,1.197914708
0.057930992,1.197914708,-0.964158931
0.706053921,-0.964158931,0.057930992
0.319462302,0.057930992,0.706053921
1.068937549,0.706053921,0.319462302
-0.503839786,0.319462302,1.068937549
0.965284922,1.068937549,-0.503839786
-0.45563691,-0.503839786,0.965284922
0.998938485,0.965284922,-0.45563691
-0.53372041,-0.45563691,0.998938485
0.900881079,0.998938485,-0.53372041
-0.29633753,-0.53372041,0.900881079
1.14732202,0.900881079,-0.29633753
-0.931788202,-0.29633753,1.14732202
0.12867565,1.14732202,-0.931788202
0.697283147,-0.931788202,0.12867565
0.357917393,0.12867565,0.697283147
1.02983814,0.697283147,0.357917393
-0.377418015,0.357917393,1.02983814
1.109529341,1.02983814,-0.377418015
-0.836702906,-0.377418015,1.109529341
0.352758349,1.109529341,-0.836702906
0.574775294,-0.836702906,0.352758349
0.64331421,0.352758349,0.574775294
0.593038146,0.574775294,0.64331421
0.700622324,0.64331421,0.593038146
0.490691147,0.593038146,0.700622324
0.873097775,0.700622324,0.490691147
0.079987729,0.490691147,0.873097775
1.252972081,0.873097775,0.079987729
-1.173918332,0.079987729,1.252972081
-0.553426327,1.252972081,-1.173918332
0.219031521,-1.173918332,-0.553426327
0.766807372,-0.553426327,0.219031521
0.242518493,0.219031521,0.766807372
1.147700904,0.766807372,0.242518493
-0.771348763,0.242518493,1.147700904
0.51133979,1.147700904,-0.771348763
0.402539637,-0.771348763,0.51133979
0.926548514,0.51133979,0.402539637
-0.081127117,0.402539637,0.926548514
1.268750301,0.926548514,-0.081127117
-1.277956393,-0.081127117,1.268750301
-0.905816471,1.268750301,-1.277956393
-0.532091788,-1.277956393,-0.905816471
0.33188472,-0.905816471,-0.532091788
0.686166009,-0.532091788,0.33188472
0.440412107,0.33188472,0.686166009
0.934301849,0.686166009,0.440412107
-0.089964292,0.440412107,0.934301849
1.268959552,0.934301849,-0.089964292
-1.281350968,-0.089964292,1.268959552
-0.91791656,1.268959552,-1.281350968
-0.564004425,-1.281350968,-0.91791656
0.279283644,-0.91791656,-0.564004425
0.721599577,-0.564004425,0.279283644
0.354796763,0.279283644,0.721599577
1.040246833,0.721599577,0.354796763
-0.408519833,0.354796763,1.040246833
1.078430214,1.040246833,-0.408519833
-0.750772368,-0.408519833,1.078430214
0.534406256,1.078430214,-0.750772368
0.374942225,-0.750772368,0.534406256
0.963507536,0.534406256,0.374942225
-0.187202814,0.374942225,0.963507536
1.23998941,0.963507536,-0.187202814
-1.208764075,-0.187202814,1.23998941
-0.673558002,1.23998941,-1.208764075
0.002218243,-1.208764075,-0.673558002
0.797925711,-0.673558002,0.002218243
0.109305857,0.002218243,0.797925711
1.222650835,0.797925711,0.109305857
-1.060033331,0.109305857,1.222650835
-0.206343679,1.222650835,-1.060033331
0.622381201,-1.060033331,-0.206343679
0.395795193,-0.206343679,0.622381201
0.967398992,0.622381201,0.395795193
-0.191466577,0.395795193,0.967398992
1.238896468,0.967398992,-0.191466577
-1.206250214,-0.191466577,1.238896468
-0.66538647,1.238896468,-1.206250214
0.01829012,-1.206250214,-0.66538647
0.799915719,-0.66538647,0.01829012
0.109675815,0.01829012,0.799915719
1.223134418,0.799915719,0.109675815
-1.06157818,0.109675815,1.223134418
-0.210787201,1.223134418,-1.06157818
0.619322804,-1.06157818,-0.210787201
0.39977881,-0.210787201,0.619322804
0.962044506,0.619322804,0.39977881
-0.175807842,0.39977881,0.962044506
1.245341596,0.962044506,-0.175807842
-1.223968319,-0.175807842,1.245341596
-0.723735345,1.245341596,-1.223968319
-0.100500485,-1.223968319,-0.723735345
0.76873891,-0.723735345,-0.100500485
0.142506538,-0.100500485,0.76873891
1.202190314,0.76873891,0.142506538
-0.980614212,0.142506538,1.202190314
0.014411169,1.202190314,-0.980614212
0.705524982,-0.980614212,0.014411169
0.307451651,0.014411169,0.705524982
1.07932037,0.705524982,0.307451651
-0.538669951,0.307451651,1.07932037
0.917564668,1.07932037,-0.538669951
-0.340295874,-0.538669951,0.917564668
1.113147606,0.917564668,-0.340295874
-0.836825391,-0.340295874,1.113147606
0.353556853,1.113147606,-0.836825391
0.573948955,-0.836825391,0.353556853
0.644882692,0.353556853,0.573948955
0.589961526,0.573948955,0.644882692
0.706188364,0.644882692,0.589961526
0.47880565,0.589961526,0.706188364
0.890899718,0.706188364,0.47880565
0.032458464,0.47880565,0.890899718
1.265794943,0.890899718,0.032458464
-1.233394033,0.032458464,1.265794943
-0.750026694,1.265794943,-1.233394033
-0.157574267,-1.233394033,-0.750026694
0.740230482,-0.750026694,-0.157574267
0.185610086,-0.157574267,0.740230482
1.173837599,0.740230482,0.185610086
-0.873369567,0.185610086,1.173837599
0.28426712,1.173837599,-0.873369567
0.624858217,-0.873369567,0.28426712
0.538653229,0.28426712,0.624858217
0.781251244,0.624858217,0.538653229
0.30710106,0.538653229,0.781251244
1.102339888,0.781251244,0.30710106
-0.609084201,0.30710106,1.102339888
0.811324976,1.102339888,-0.609084201
-0.104272764,-0.609084201,0.811324976
1.22817556,0.811324976,-0.104272764
-1.143063117,-0.104272764,1.22817556
-0.460777937,1.22817556,-1.143063117
0.359838234,-1.143063117,-0.460777937
0.680489642,-0.460777937,0.359838234
0.459658856,0.359838234,0.680489642
0.908346123,0.680489642,0.459658856
-0.017232095,0.459658856,0.908346123
1.272088114,0.908346123,-0.017232095
-1.270661065,-0.017232095,1.272088114
-0.878784927,1.272088114,-1.270661065
-0.462366446,-1.270661065,-0.878784927
0.4370687,-0.878784927,-0.462366446
0.593849398,-0.462366446,0.4370687
0.637400659,0.4370687,0.593849398
0.609363379,0.593849398,0.637400659
0.671366979,0.637400659,0.609363379
0.551781945,0.609363379,0.671366979
0.775161452,0.671366979,0.551781945
0.324309195,0.551781945,0.775161452
1.0853014,0.775161452,0.324309195
-0.551738021,0.324309195,1.0853014
0.899409638,1.0853014,-0.551738021
-0.298034182,-0.551738021,0.899409638
1.145468768,0.899409638,-0.298034182
-0.926348434,-0.298034182,1.145468768
0.142270642,1.145468768,-0.926348434
0.69375816,-0.926348434,0.142270642
0.368860654,0.142270642,0.69375816
1.017645994,0.69375816,0.368860654
-0.339186519,0.368860654,1.017645994
1.144227305,1.017645994,-0.339186519
-0.934714532,-0.339186519,1.144227305
0.120100433,1.144227305,-0.934714532
0.699391881,-0.934714532,0.120100433
0.351221526,0.120100433,0.699391881
1.03711838,0.699391881,0.351221526
-0.40049389,0.351221526,1.03711838
1.086582015,1.03711838,-0.40049389
-0.773072834,-0.40049389,1.086582015
0.489276356,1.086582015,-0.773072834
0.432930257,-0.773072834,0.489276356
0.884382857,0.489276356,0.432930257
0.034892825,0.432930257,0.884382857
1.263610344,0.884382857,0.034892825
-1.224927695,0.034892825,1.263610344
-0.721543898,1.263610344,-1.224927695
-0.096354143,-1.224927695,-0.721543898
0.770539061,-0.721543898,-0.096354143
0.139871134,-0.096354143,0.770539061
1.203772211,0.770539061,0.139871134
-0.98673321,0.139871134,1.203772211
-0.001967734,1.203772211,-0.98673321
0.703974616,-0.98673321,-0.001967734
0.305597315,-0.001967734,0.703974616
1.080446778,0.703974616,0.305597315
-0.542632143,0.305597315,1.080446778
0.911904534,1.080446778,-0.542632143
-0.326987474,-0.542632143,0.911904534
1.123882229,0.911904534,-0.326987474
-0.866452012,-0.326987474,1.123882229
0.286129944,1.123882229,-0.866452012
0.625445914,-0.866452012,0.286129944
0.538183356,0.286129944,0.625445914
0.782135919,0.625445914,0.538183356
0.305023772,0.538183356,0.782135919
1.104385474,0.782135919,0.305023772
-0.616027054,0.305023772,1.104385474
0.800030579,1.104385474,-0.616027054
-0.080876614,-0.616027054,0.800030579
1.230851736,0.800030579,-0.080876614
-1.14525738,-0.080876614,1.230851736
-0.467004731,1.230851736,-1.14525738
0.351092,-1.14525738,-0.467004731
0.687326751,-0.467004731,0.351092
0.443942312,0.351092,0.687326751
0.930279339,0.687326751,0.443942312
-0.078404813,0.443942312,0.930279339
1.270477561,0.930279339,-0.078404813
-1.28327997,-0.078404813,1.270477561
-0.924387205,1.270477561,-1.28327997
-0.581272379,-1.28327997,-0.924387205
0.249655229,-0.924387205,-0.581272379
0.73835946,-0.581272379,0.249655229
0.311652,0.249655229,0.73835946
1.085530081,0.73835946,0.311652
-0.556230179,0.311652,1.085530081
0.892510207,1.085530081,-0.556230179
-0.282073311,-0.556230179,0.892510207
1.156361568,0.892510207,-0.282073311
-0.956662901,-0.282073311,1.156361568
0.065623002,1.156361568,-0.956662901
0.7069722,-0.956662901,0.065623002
0.319953332,0.065623002,0.7069722
1.068773471,0.7069722,0.319953332
-0.503201426,0.319953332,1.068773471
0.966135696,1.068773471,-0.503201426
-0.457745885,-0.503201426,0.966135696
0.996496896,0.966135696,-0.457745885
-0.527532255,-0.457745885,0.996496896
0.909342677,0.996496896,-0.527532255
-0.315925422,-0.527532255,0.909342677
1.133070382,0.909342677,-0.315925422
-0.892165513,-0.315925422,1.133070382
0.225578092,1.133070382,-0.892165513
0.66111068,-0.892165513,0.225578092
0.455779163,0.225578092,0.66111068
0.907504701,0.66111068,0.455779163
-0.016256945,0.455779163,0.907504701
1.271881407,0.907504701,-0.016256945
-1.269632321,-0.016256945,1.271881407
-0.8751883,1.271881407,-1.269632321
-0.453226082,-1.269632321,-0.8751883
0.449864076,-0.8751883,-0.453226082
0.580703414,-0.453226082,0.449864076
0.662856186,0.449864076,0.580703414
0.559081372,0.580703414,0.662856186
0.761256083,0.662856186,0.559081372
0.356409258,0.559081372,0.761256083
1.050538242,0.761256083,0.356409258
-0.43816006,0.356409258,1.050538242
1.046383539,1.050538242,-0.43816006
-0.664333934,-0.43816006,1.046383539
0.696039656,1.046383539,-0.664333934
0.122440137,-0.664333934,0.696039656
1.187823675,0.696039656,0.122440137
-0.938563074,0.122440137,1.187823675
0.1230862,1.187823675,-0.938563074
0.69722078,-0.938563074,0.1230862
0.356362317,0.1230862,0.69722078
1.031374492,0.69722078,0.356362317
-0.382317985,0.356362317,1.031374492
1.104778489,1.031374492,-0.382317985
-0.82344511,-0.382317985,1.104778489
0.382146958,1.104778489,-0.82344511
0.548515651,-0.82344511,0.382146958
0.693426901,0.382146958,0.548515651
0.491377482,0.548515651,0.693426901
0.869995508,0.693426901,0.491377482
0.087764187,0.491377482,0.869995508
1.250215079,0.869995508,0.087764187
-1.161923585,0.087764187,1.250215079
-0.515028461,1.250215079,-1.161923585
0.280066882,-1.161923585,-0.515028461
0.73567902,-0.515028461,0.280066882
0.326306996,0.280066882,0.73567902
1.071636948,0.73567902,0.326306996
-0.509875948,0.326306996,1.071636948
0.957528209,1.071636948,-0.509875948
-0.436567163,-0.509875948,0.957528209
1.02043122,0.957528209,-0.436567163
-0.588761973,-0.436567163,1.02043122
0.820832441,1.02043122,-0.588761973
-0.119900846,-0.588761973,0.820832441
1.226123034,0.820832441,-0.119900846
-1.140699027,-0.119900846,1.226123034
-0.453835067,1.226123034,-1.140699027
0.369437517,-1.140699027,-0.453835067
0.67277177,-0.453835067,0.369437517
0.47716066,0.369437517,0.67277177
0.883076318,0.67277177,0.47716066
0.051394901,0.47716066,0.883076318
1.261224885,0.883076318,0.051394901
-1.211545025,0.051394901,1.261224885
-0.67661042,1.261224885,-1.211545025
-0.004385832,-1.211545025,-0.67661042
0.796989944,-0.67661042,-0.004385832
0.109414091,-0.004385832,0.796989944
1.222336963,0.796989944,0.109414091
-1.058926484,0.109414091,1.222336963
-0.203154328,1.222336963,-1.058926484
0.624541702,-1.058926484,-0.203154328
0.39298043,-0.203154328,0.624541702
0.971155445,0.624541702,0.39298043
-0.202505929,0.39298043,0.971155445
1.233934522,0.971155445,-0.202505929
-1.192383945,-0.202505929,1.233934522
-0.620310904,1.233934522,-1.192383945
0.103584952,-1.192383945,-0.620310904
0.79888495,-0.620310904,0.103584952
0.137571458,0.103584952,0.79888495
1.213169216,0.79888495,0.137571458
-1.01921993,0.137571458,1.213169216
-0.090382206,1.213169216,-1.01921993
0.682797501,-1.01921993,-0.090382206
0.32018794,-0.090382206,0.682797501
1.061310806,0.682797501,0.32018794
-0.480876496,0.32018794,1.061310806
0.994654155,1.061310806,-0.480876496
-0.529334593,-0.480876496,0.994654155
0.90612309,0.994654155,-0.529334593
-0.308283055,-0.529334593,0.90612309
1.138783108,0.90612309,-0.308283055
-0.908042672,-0.308283055,1.138783108
0.187276841,1.138783108,-0.908042672
0.678485537,-0.908042672,0.187276841
0.411703379,0.187276841,0.678485537
0.96624612,0.678485537,0.411703379
-0.183573177,0.411703379,0.96624612
1.24269508,0.96624612,-0.183573177
-1.21707944,-0.183573177,1.24269508
-0.700986784,1.24269508,-1.21707944
-0.053059293,-1.21707944,-0.700986784
0.785762561,-0.700986784,-0.053059293
0.11969029,-0.053059293,0.785762561
1.215672697,0.785762561,0.11969029
-1.033097061,0.11969029,1.215672697
-0.129503542,1.215672697,-1.033097061
0.666591247,-1.033097061,-0.129503542
0.33906749,-0.129503542,0.666591247
1.039023907,0.666591247,0.33906749
-0.409678703,0.33906749,1.039023907
1.076735877,1.039023907,-0.409678703
-0.746007818,-0.409678703,1.076735877
0.543882033,1.076735877,-0.746007818
0.362066923,-0.746007818,0.543882033
0.979635171,0.543882033,0.362066923
-0.234939018,0.362066923,0.979635171
1.216615672,0.979635171,-0.234939018
-1.142696877,-0.234939018,1.216615672
-0.463073913,1.216615672,-1.142696877
0.356978509,-1.142696877,-0.463073913
0.682670708,-0.463073913,0.356978509
0.454638538,0.356978509,0.682670708
0.915426532,0.682670708,0.454638538
-0.036816468,0.454638538,0.915426532
1.272730326,0.915426532,-0.036816468
-1.278824417,-0.036816468,1.272730326
-0.907729548,1.272730326,-1.278824417
-0.537209431,-1.278824417,-0.907729548
0.323649573,-0.907729548,-0.537209431
0.692188506,-0.537209431,0.323649573
0.426319973,0.323649573,0.692188506
0.953208344,0.692188506,0.426319973
-0.144152615,0.426319973,0.953208344
1.256870536,0.953208344,-0.144152615
-1.254858748,-0.144152615,1.256870536
-0.827477508,1.256870536,-1.254858748
-0.33506426,-1.254858748,-0.827477508
0.594581466,-0.827477508,-0.33506426
0.404542754,-0.33506426,0.594581466
0.949257664,0.594581466,0.404542754
-0.14016333,0.404542754,0.949257664
1.257273236,0.949257664,-0.14016333
-1.255079386,-0.14016333,1.257273236
-0.828132,1.257273236,-1.255079386
-0.33664747,-1.255079386,-0.828132
0.592896273,-0.828132,-0.33664747
0.406869372,-0.33664747,0.592896273
0.946109122,0.592896273,0.406869372
-0.131110648,0.406869372,0.946109122
1.259766734,0.946109122,-0.131110648
-1.261150308,-0.131110648,1.259766734
-0.848770118,1.259766734,-1.261150308
-0.38692009,-1.261150308,-0.848770118
0.535778946,-0.848770118,-0.38692009
0.482041263,-0.38692009,0.535778946
0.835424393,0.535778946,0.482041263
0.167504895,0.482041263,0.835424393
1.211346272,0.835424393,0.167504895
-1.004052239,0.167504895,1.211346272
-0.047965377,1.211346272,-1.004052239
0.69556338,-1.004052239,-0.047965377
0.308278605,-0.047965377,0.69556338
1.075619036,0.69556338,0.308278605
-0.527255254,0.308278605,1.075619036
0.933488367,1.075619036,-0.527255254
-0.37813732,-0.527255254,0.933488367
1.079863544,0.933488367,-0.37813732
-0.74598858,-0.37813732,1.079863544
0.544860518,1.079863544,-0.74598858
0.360581249,-0.74598858,0.544860518
0.981431783,0.544860518,0.360581249
-0.240317309,0.360581249,0.981431783
1.213576162,0.981431783,-0.240317309
-1.133969135,-0.240317309,1.213576162
-0.436167552,1.213576162,-1.133969135
0.393470273,-1.133969135,-0.436167552
0.652403336,-0.436167552,0.393470273
0.522158923,0.393470273,0.652403336
0.814011083,0.652403336,0.522158923
0.228988016,0.522158923,0.814011083
1.170793609,0.814011083,0.228988016
-0.850364341,0.228988016,1.170793609
0.338870765,1.170793609,-0.850364341
0.584123944,-0.850364341,0.338870765
0.623980135,0.338870765,0.584123944
0.630145491,0.584123944,0.623980135
0.631277365,0.623980135,0.630145491
0.631128092,0.630145491,0.631277365
0.631731474,0.631277365,0.631128092
0.63061991,0.631128092,0.631731474
0.632765382,0.631731474,0.63061991
0.628637133,0.63061991,0.632765382
0.636571112,0.632765382,0.628637133
0.621279248,0.628637133,0.636571112
0.650588269,0.636571112,0.621279248
0.593812641,0.621279248,0.650588269
0.701517648,0.650588269,0.593812641
0.489165978,0.593812641,0.701517648
0.875458598,0.701517648,0.489165978
0.073750934,0.489165978,0.875458598
1.255022699,0.875458598,0.073750934
-1.182989485,0.073750934,1.255022699
-0.582742962,1.255022699,-1.182989485
0.169678051,-1.182989485,-0.582742962
0.784870214,-0.582742962,0.169678051
0.188473661,0.169678051,0.784870214
1.185729815,0.784870214,0.188473661
-0.911795173,0.188473661,1.185729815
0.191800333,1.185729815,-0.911795173
0.674959133,-0.911795173,0.191800333
0.419742335,0.191800333,0.674959133
0.955830661,0.674959133,0.419742335
-0.153134452,0.419742335,0.955830661
1.253918974,0.955830661,-0.153134452
-1.247178245,-0.153134452,1.253918974
-0.801459314,1.253918974,-1.247178245
-0.273425318,-1.247178245,-0.801459314
0.65489624,-0.801459314,-0.273425318
0.317527686,-0.273425318,0.65489624
1.055315508,0.65489624,0.317527686
-0.463908845,0.317527686,1.055315508
1.01529867,1.055315508,-0.463908845
-0.582336598,-0.463908845,1.01529867
0.829827323,1.01529867,-0.582336598
-0.138759719,-0.582336598,0.829827323
1.221992233,0.829827323,-0.138759719
-1.132198941,-0.138759719,1.221992233
-0.42802655,1.221992233,-1.132198941
0.403850899,-1.132198941,-0.42802655
0.643258267,-0.42802655,0.403850899
0.541861593,0.403850899,0.643258267
0.7819179,0.643258267,0.541861593
0.306604634,0.541861593,0.7819179
1.102966408,0.7819179,0.306604634
-0.611167466,0.306604634,1.102966408
0.807953982,1.102966408,-0.611167466
-0.097255733,-0.611167466,0.807953982
1.229144046,0.807953982,-0.097255733
-1.144289841,-0.097255733,1.229144046
-0.464415721,1.229144046,-1.144289841
0.354758301,-1.144289841,-0.464415721
0.684480451,-0.464415721,0.354758301
0.450508608,0.354758301,0.684480451
0.921202927,0.684480451,0.450508608
-0.052908184,0.450508608,0.921202927
1.272441892,0.921202927,-0.052908184
-1.282624171,-0.052908184,1.272441892
-0.921442101,1.272441892,-1.282624171
